non-inv-lookup, non-inv-update,inv-AC-0,inv-AC-1,inv-AC-2,inv-AC-3,inv-AC-4,inv-AC-5,inv-AS-0,inv-AS-1,inv-AS-2,inv-AS-3,inv-AS-4,inv-AS-5
1,1,12,11,11,11,12,12,13,12,11,12,12,12
